#time,accel_x,accel_y,accel_z
6092.666040,-740.205942,-8512.368333,306.438199
6092.666352,-666.185348,-8882.471304,0.000000
6092.666663,-518.144159,-8734.430116,-153.219100
6092.666975,-370.102971,-8882.471304,0.000000
6092.667286,-592.164754,-8956.491898,0.000000
6092.667598,-666.185348,-8882.471304,-229.828649
6092.667909,-888.247130,-8956.491898,0.000000
6092.668221,-370.102971,-9252.574275,-76.609550
6092.668532,-296.082377,-8882.471304,459.657299
6092.668843,0.000000,-8882.471304,0.000000
6092.669155,-444.123565,-8956.491898,153.219100
6092.669466,-740.205942,-8882.471304,153.219100
6092.669778,-592.164754,-9030.512492,0.000000
6092.670089,-666.185348,-8734.430116,-229.828649
6092.670401,-518.144159,-8882.471304,229.828649
6092.670712,0.000000,-8956.491898,76.609550
6092.671024,-370.102971,-8438.347739,0.000000
6092.671335,-444.123565,-8660.409521,0.000000
6092.671647,-444.123565,-8956.491898,0.000000
6092.671958,-592.164754,-9178.553681,-153.219100
6092.672270,-740.205942,-8956.491898,-153.219100
6092.672581,-592.164754,-8956.491898,-153.219100
6092.672893,-814.226536,-8734.430116,0.000000
6092.673204,-296.082377,-8364.327145,76.609550
6092.673516,0.000000,-8808.450710,0.000000
6092.673827,-592.164754,-9104.533087,153.219100
6092.674139,-592.164754,-9104.533087,-153.219100
6092.674450,-740.205942,-9104.533087,-153.219100
6092.674761,-666.185348,-9104.533087,0.000000
6092.675073,-370.102971,-8512.368333,153.219100
6092.675384,-370.102971,-8512.368333,0.000000
6092.675696,-592.164754,-8364.327145,-153.219100
6092.676007,-444.123565,-8882.471304,-229.828649
6092.676319,-444.123565,-9252.574275,-229.828649
6092.676630,-666.185348,-9104.533087,0.000000
6092.676942,-666.185348,-8808.450710,-229.828649
6092.677253,-444.123565,-8660.409521,-229.828649
6092.677565,-592.164754,-8512.368333,383.047749
6092.677876,-370.102971,-8956.491898,0.000000
6092.678188,-592.164754,-8586.388927,0.000000
6092.678499,-518.144159,-9252.574275,76.609550
6092.678811,-592.164754,-9252.574275,0.000000
6092.679122,-592.164754,-8956.491898,0.000000
6092.679434,-370.102971,-8882.471304,0.000000
6092.679745,-296.082377,-8586.388927,-153.219100
6092.680056,-296.082377,-8734.430116,0.000000
6092.680368,-666.185348,-9030.512492,76.609550
6092.680679,-444.123565,-9252.574275,76.609550
6092.680991,-592.164754,-9030.512492,0.000000
6092.681302,-592.164754,-8956.491898,0.000000
6092.681614,-592.164754,-8808.450710,0.000000
6092.681925,-296.082377,-8808.450710,-306.438199
6092.682237,-592.164754,-9030.512492,153.219100
6092.682548,-296.082377,-9030.512492,-153.219100
6092.682860,-666.185348,-8734.430116,-229.828649
6092.683171,-444.123565,-8882.471304,0.000000
6092.683483,-444.123565,-8956.491898,0.000000
6092.683794,-518.144159,-8808.450710,0.000000
6092.684106,-370.102971,-8882.471304,0.000000
6092.684417,-296.082377,-8956.491898,0.000000
6092.684729,-370.102971,-8734.430116,0.000000
6092.685040,-518.144159,-9104.533087,153.219100
6092.685352,-666.185348,-9104.533087,-459.657299
6092.685663,-370.102971,-9030.512492,-229.828649
6092.685974,-370.102971,-8808.450710,-153.219100
6092.686286,-592.164754,-8586.388927,0.000000
6092.686597,-666.185348,-8734.430116,-459.657299
6092.686909,-592.164754,-8808.450710,0.000000
6092.687220,-518.144159,-8956.491898,-153.219100
6092.687532,-740.205942,-8660.409521,-306.438199
6092.687843,-666.185348,-9030.512492,76.609550
6092.688155,-296.082377,-9252.574275,229.828649
6092.688466,-518.144159,-8808.450710,0.000000
6092.688778,-296.082377,-8956.491898,0.000000
6092.689089,-592.164754,-8956.491898,0.000000
6092.689401,-666.185348,-9030.512492,612.876398
6092.689712,-518.144159,-9178.553681,153.219100
6092.690024,-518.144159,-8586.388927,0.000000
6092.690335,0.000000,-8808.450710,536.266849
6092.690647,-296.082377,-8660.409521,153.219100
6092.690958,-518.144159,-8882.471304,0.000000
6092.691269,-666.185348,-8956.491898,0.000000
6092.691581,-592.164754,-9104.533087,0.000000
6092.691892,-518.144159,-8956.491898,76.609550
6092.692204,-444.123565,-8512.368333,-153.219100
6092.692515,-296.082377,-8882.471304,0.000000
6092.692827,-222.061783,-8734.430116,0.000000
6092.693138,-518.144159,-8956.491898,0.000000
6092.693450,-518.144159,-9178.553681,76.609550
6092.693761,-518.144159,-9104.533087,0.000000
6092.694073,-518.144159,-8956.491898,0.000000
6092.694384,0.000000,-9030.512492,229.828649
6092.694696,-666.185348,-8364.327145,-153.219100
6092.695007,-444.123565,-8956.491898,0.000000
6092.695319,-814.226536,-8808.450710,536.266849
6092.695630,-666.185348,-9104.533087,-153.219100
6092.695942,-592.164754,-8882.471304,-306.438199
6092.696253,-666.185348,-8734.430116,0.000000
6092.696565,-518.144159,-8586.388927,0.000000
6092.696876,-222.061783,-8808.450710,306.438199
6092.697187,-370.102971,-8956.491898,0.000000
6092.697499,-518.144159,-9178.553681,-229.828649
6092.697810,-444.123565,-9178.553681,0.000000
6092.698122,-666.185348,-8956.491898,0.000000
6092.698433,-592.164754,-8734.430116,-229.828649
6092.698745,-518.144159,-8808.450710,-229.828649
6092.699056,-296.082377,-8882.471304,0.000000
6092.699368,-370.102971,-8956.491898,229.828649
6092.699679,-444.123565,-8956.491898,229.828649
6092.699991,-444.123565,-9030.512492,0.000000
6092.700302,-592.164754,-9030.512492,0.000000
6092.700614,-296.082377,-8956.491898,0.000000
6092.700925,-444.123565,-8808.450710,0.000000
6092.701237,-222.061783,-8734.430116,-229.828649
6092.701548,-518.144159,-8734.430116,0.000000
6092.701860,-666.185348,-9030.512492,536.266849
6092.702171,-444.123565,-9326.594869,229.828649
6092.702483,-888.247130,-9030.512492,459.657299
6092.702794,-740.205942,-8734.430116,-229.828649
6092.703105,-296.082377,-8734.430116,0.000000
6092.703417,-518.144159,-8956.491898,0.000000
6092.703728,-666.185348,-8808.450710,0.000000
