#time,accel_x,accel_y,accel_z
1359.815819,-9104.533087,-306.438199,592.164754
1359.816130,-9104.533087,-153.219100,518.144159
1359.816441,-8882.471304,0.000000,370.102971
1359.816753,-8586.388927,-229.828649,518.144159
1359.817064,-9030.512492,0.000000,592.164754
1359.817375,-8808.450710,153.219100,370.102971
1359.817687,-8882.471304,0.000000,518.144159
1359.817998,-9252.574275,0.000000,592.164754
1359.818309,-8956.491898,0.000000,592.164754
1359.818621,-8808.450710,306.438199,592.164754
1359.818932,-9104.533087,-383.047749,518.144159
1359.819243,-8512.368333,0.000000,370.102971
1359.819555,-8956.491898,153.219100,-0.000000
1359.819866,-8808.450710,76.609550,370.102971
1359.820177,-8882.471304,-153.219100,592.164754
1359.820489,-9030.512492,0.000000,444.123565
1359.820800,-8956.491898,0.000000,518.144159
1359.821111,-8956.491898,306.438199,518.144159
1359.821423,-9178.553681,-306.438199,296.082377
1359.821734,-9030.512492,0.000000,-0.000000
1359.822045,-8734.430116,-306.438199,370.102971
1359.822356,-9104.533087,0.000000,518.144159
1359.822668,-9178.553681,0.000000,592.164754
1359.822979,-8956.491898,0.000000,666.185348
1359.823290,-9104.533087,0.000000,518.144159
1359.823602,-8956.491898,76.609550,370.102971
1359.823913,-8660.409521,76.609550,296.082377
1359.824224,-8660.409521,229.828649,444.123565
1359.824536,-8660.409521,0.000000,370.102971
1359.824847,-8808.450710,153.219100,740.205942
1359.825158,-8882.471304,0.000000,518.144159
1359.825470,-9030.512492,-306.438199,666.185348
1359.825781,-8660.409521,-229.828649,592.164754
1359.826092,-9104.533087,-612.876398,222.061783
1359.826404,-8512.368333,306.438199,888.247130
1359.826715,-8882.471304,229.828649,518.144159
1359.827026,-9178.553681,229.828649,740.205942
1359.827338,-9030.512492,-229.828649,518.144159
1359.827649,-8956.491898,0.000000,518.144159
1359.827960,-9030.512492,0.000000,444.123565
1359.828272,-8882.471304,459.657299,370.102971
1359.828583,-8956.491898,0.000000,370.102971
1359.828894,-8956.491898,689.485948,518.144159
1359.829206,-8734.430116,153.219100,518.144159
1359.829517,-8956.491898,0.000000,444.123565
1359.829828,-8956.491898,0.000000,518.144159
1359.830140,-8882.471304,0.000000,666.185348
1359.830451,-8956.491898,0.000000,518.144159
1359.830762,-8512.368333,76.609550,444.123565
1359.831074,-9030.512492,229.828649,296.082377
1359.831385,-9178.553681,0.000000,814.226536
