#time,accel_x,accel_y,accel_z
1338.716865,-9030.512492,383.047749,222.061783
1338.717176,-8808.450710,0.000000,814.226536
1338.717487,-8660.409521,76.609550,296.082377
1338.717798,-8956.491898,0.000000,518.144159
1338.718110,-8882.471304,0.000000,592.164754
1338.718421,-9030.512492,-153.219100,370.102971
1338.718732,-9178.553681,76.609550,370.102971
1338.719043,-8660.409521,0.000000,444.123565
1338.719355,-9030.512492,-153.219100,222.061783
1338.719666,-8882.471304,76.609550,296.082377
1338.719977,-8882.471304,-612.876398,296.082377
1338.720288,-8956.491898,-229.828649,518.144159
1338.720600,-9030.512492,0.000000,592.164754
1338.720911,-8882.471304,-153.219100,518.144159
1338.721222,-8734.430116,0.000000,592.164754
1338.721533,-8882.471304,0.000000,222.061783
1338.721845,-8956.491898,383.047749,592.164754
1338.722156,-8956.491898,0.000000,370.102971
1338.722467,-8956.491898,0.000000,518.144159
1338.722779,-8956.491898,0.000000,592.164754
1338.723090,-9104.533087,-306.438199,444.123565
1338.723401,-8882.471304,0.000000,592.164754
1338.723712,-9178.553681,76.609550,518.144159
1338.724024,-8660.409521,0.000000,444.123565
1338.724335,-8586.388927,-306.438199,296.082377
1338.724646,-8586.388927,306.438199,592.164754
1338.724957,-8956.491898,0.000000,444.123565
1338.725269,-8660.409521,0.000000,592.164754
1338.725580,-8808.450710,0.000000,518.144159
1338.725891,-8882.471304,0.000000,592.164754
1338.726202,-9178.553681,0.000000,-0.000000
1338.726514,-8734.430116,0.000000,666.185348
1338.726825,-9178.553681,0.000000,222.061783
1338.727136,-8956.491898,-536.266849,592.164754
1338.727447,-8956.491898,-306.438199,592.164754
1338.727759,-8956.491898,76.609550,518.144159
1338.728070,-8956.491898,76.609550,518.144159
1338.728381,-9030.512492,0.000000,740.205942
1338.728692,-9104.533087,0.000000,370.102971
1338.729004,-8882.471304,0.000000,296.082377
1338.729315,-8660.409521,0.000000,-0.000000
1338.729626,-8512.368333,153.219100,666.185348
1338.729938,-8956.491898,0.000000,518.144159
1338.730249,-8956.491898,-306.438199,666.185348
1338.730560,-9030.512492,0.000000,518.144159
1338.730871,-9030.512492,0.000000,592.164754
1338.731183,-9030.512492,0.000000,592.164754
1338.731494,-8660.409521,-383.047749,740.205942
1338.731805,-8586.388927,76.609550,518.144159
1338.732116,-8808.450710,-383.047749,518.144159
1338.732428,-9104.533087,-229.828649,592.164754
1338.732739,-8956.491898,0.000000,592.164754
1338.733050,-8882.471304,-153.219100,666.185348
1338.733361,-8956.491898,-229.828649,370.102971
1338.733673,-8882.471304,-536.266849,370.102971
1338.733984,-8512.368333,229.828649,370.102971
1338.734295,-8734.430116,0.000000,444.123565
1338.734606,-8808.450710,0.000000,592.164754
1338.734918,-9104.533087,-229.828649,592.164754
1338.735229,-9030.512492,-229.828649,444.123565
1338.735540,-8956.491898,-229.828649,518.144159
1338.735851,-8512.368333,0.000000,518.144159
1338.736163,-9104.533087,-153.219100,-0.000000
1338.736474,-8956.491898,536.266849,222.061783
1338.736785,-9474.636058,0.000000,-0.000000
1338.737097,-9030.512492,-383.047749,444.123565
1338.737408,-9030.512492,0.000000,370.102971
1338.737719,-9104.533087,0.000000,444.123565
1338.738030,-8956.491898,0.000000,518.144159
1338.738342,-8956.491898,229.828649,370.102971
1338.738653,-8808.450710,153.219100,222.061783
1338.738964,-8586.388927,0.000000,444.123565
1338.739275,-8512.368333,0.000000,296.082377
1338.739587,-9030.512492,0.000000,592.164754
1338.739898,-9030.512492,0.000000,518.144159
1338.740209,-9030.512492,-229.828649,592.164754
1338.740520,-8956.491898,0.000000,518.144159
1338.740832,-8808.450710,153.219100,592.164754
1338.741143,-8660.409521,0.000000,666.185348
1338.741454,-8586.388927,0.000000,370.102971
1338.741765,-9178.553681,-459.657299,222.061783
1338.742077,-9104.533087,-153.219100,444.123565
1338.742388,-8956.491898,76.609550,518.144159
1338.742699,-9030.512492,-229.828649,592.164754
1338.743010,-9030.512492,153.219100,666.185348
1338.743322,-9178.553681,-536.266849,518.144159
1338.743633,-8808.450710,0.000000,-0.000000
1338.743944,-8956.491898,229.828649,370.102971
1338.744256,-8808.450710,0.000000,592.164754
1338.744567,-9030.512492,153.219100,518.144159
1338.744878,-9030.512492,0.000000,666.185348
1338.745189,-8882.471304,76.609550,666.185348
1338.745501,-8660.409521,-153.219100,444.123565
1338.745812,-8512.368333,229.828649,518.144159
1338.746123,-8734.430116,-459.657299,666.185348
1338.746434,-8586.388927,-459.657299,740.205942
1338.746746,-8956.491898,-153.219100,444.123565
1338.747057,-8956.491898,0.000000,592.164754
1338.747368,-9030.512492,0.000000,592.164754
1338.747679,-9030.512492,0.000000,592.164754
1338.747991,-9030.512492,76.609550,-0.000000
1338.748302,-9030.512492,0.000000,518.144159
1338.748613,-8586.388927,459.657299,444.123565
1338.748924,-8808.450710,0.000000,222.061783
1338.749236,-8734.430116,0.000000,592.164754
1338.749547,-8956.491898,-229.828649,592.164754
1338.749858,-8808.450710,-229.828649,592.164754
1338.750170,-8808.450710,306.438199,666.185348
1338.750481,-8660.409521,0.000000,814.226536
1338.750792,-8956.491898,0.000000,518.144159
1338.751103,-8956.491898,0.000000,222.061783
1338.751415,-8734.430116,0.000000,444.123565
1338.751726,-8956.491898,0.000000,666.185348
1338.752037,-8956.491898,0.000000,740.205942
1338.752348,-9400.615463,76.609550,592.164754
1338.752660,-11325.150913,842.705048,148.041188
1338.752971,-10807.006753,3600.648841,370.102971
1338.753282,-8512.368333,4979.620737,740.205942
