#time,accel_x,accel_y,accel_z
1388.653378,-8808.450710,-153.219100,444.123565
1388.653690,-9030.512492,-536.266849,370.102971
1388.654002,-8512.368333,306.438199,592.164754
1388.654313,-9400.615463,-306.438199,-0.000000
1388.654625,-9178.553681,0.000000,370.102971
1388.654937,-8882.471304,0.000000,518.144159
1388.655248,-8882.471304,76.609550,592.164754
1388.655560,-9030.512492,-153.219100,518.144159
1388.655872,-8882.471304,76.609550,666.185348
1388.656183,-8586.388927,229.828649,592.164754
1388.656495,-8808.450710,0.000000,592.164754
1388.656807,-9104.533087,229.828649,222.061783
1388.657118,-9030.512492,-229.828649,370.102971
1388.657430,-8956.491898,0.000000,592.164754
1388.657742,-8956.491898,0.000000,592.164754
1388.658053,-9030.512492,76.609550,592.164754
1388.658365,-8586.388927,153.219100,444.123565
1388.658677,-8882.471304,0.000000,592.164754
1388.658988,-8586.388927,-383.047749,444.123565
1388.659300,-9104.533087,0.000000,370.102971
1388.659612,-8882.471304,0.000000,814.226536
1388.659923,-8882.471304,0.000000,666.185348
1388.660235,-8956.491898,0.000000,592.164754
1388.660547,-8956.491898,0.000000,518.144159
1388.660858,-8364.327145,0.000000,592.164754
1388.661170,-8882.471304,0.000000,148.041188
1388.661482,-8808.450710,-383.047749,592.164754
1388.661793,-8660.409521,-383.047749,370.102971
1388.662105,-9030.512492,0.000000,518.144159
1388.662417,-9104.533087,0.000000,444.123565
1388.662728,-9104.533087,-383.047749,592.164754
1388.663040,-8956.491898,0.000000,592.164754
1388.663352,-8882.471304,306.438199,518.144159
1388.663663,-8956.491898,153.219100,444.123565
1388.663975,-9030.512492,383.047749,518.144159
1388.664287,-8956.491898,153.219100,740.205942
1388.664598,-9104.533087,0.000000,444.123565
1388.664910,-8956.491898,0.000000,518.144159
1388.665222,-9030.512492,0.000000,370.102971
1388.665533,-8882.471304,0.000000,444.123565
1388.665845,-8586.388927,-153.219100,518.144159
1388.666157,-8216.285956,-536.266849,592.164754
1388.666468,-8808.450710,0.000000,-0.000000
1388.666780,-9030.512492,0.000000,370.102971
1388.667092,-8956.491898,-306.438199,666.185348
1388.667404,-8808.450710,0.000000,518.144159
1388.667715,-9178.553681,-229.828649,222.061783
1388.668027,-8660.409521,0.000000,370.102971
1388.668339,-9030.512492,0.000000,-0.000000
1388.668650,-9030.512492,153.219100,-0.000000
1388.668962,-8882.471304,153.219100,592.164754
1388.669274,-9030.512492,76.609550,666.185348
1388.669585,-8956.491898,0.000000,666.185348
1388.669897,-8956.491898,0.000000,444.123565
1388.670209,-8882.471304,0.000000,518.144159
1388.670520,-8808.450710,0.000000,444.123565
1388.670832,-8734.430116,0.000000,518.144159
1388.671144,-8882.471304,306.438199,592.164754
1388.671455,-8586.388927,-153.219100,666.185348
1388.671767,-9030.512492,0.000000,592.164754
1388.672079,-8660.409521,0.000000,666.185348
1388.672390,-8882.471304,0.000000,518.144159
1388.672702,-8808.450710,0.000000,518.144159
1388.673014,-8660.409521,76.609550,666.185348
1388.673325,-9030.512492,0.000000,222.061783
1388.673637,-8956.491898,0.000000,592.164754
1388.673949,-9178.553681,-153.219100,370.102971
1388.674260,-8882.471304,0.000000,666.185348
1388.674572,-8808.450710,0.000000,518.144159
1388.674884,-8808.450710,-153.219100,518.144159
1388.675195,-8882.471304,0.000000,592.164754
1388.675507,-8956.491898,0.000000,518.144159
1388.675819,-8808.450710,-306.438199,148.041188
