#time,accel_x,accel_y,accel_z
1311.631675,-8956.491898,0.000000,592.164754
1311.631986,-9104.533087,-229.828649,592.164754
1311.632298,-8882.471304,0.000000,666.185348
1311.632609,-8660.409521,0.000000,592.164754
1311.632921,-8882.471304,689.485948,444.123565
1311.633232,-9326.594869,-766.095498,222.061783
1311.633544,-8734.430116,-76.609550,592.164754
1311.633855,-8956.491898,0.000000,518.144159
1311.634166,-9178.553681,-153.219100,666.185348
1311.634478,-8956.491898,0.000000,592.164754
1311.634789,-8956.491898,0.000000,370.102971
1311.635101,-8660.409521,536.266849,740.205942
1311.635412,-8660.409521,0.000000,222.061783
1311.635723,-8808.450710,-153.219100,222.061783
1311.636035,-8660.409521,-229.828649,814.226536
1311.636346,-9030.512492,-306.438199,444.123565
1311.636658,-8882.471304,-153.219100,518.144159
1311.636969,-9030.512492,0.000000,814.226536
1311.637281,-8956.491898,-306.438199,518.144159
1311.637592,-8660.409521,153.219100,370.102971
1311.637903,-9030.512492,76.609550,222.061783
1311.638215,-9104.533087,76.609550,370.102971
1311.638526,-9178.553681,76.609550,-0.000000
1311.638838,-8882.471304,0.000000,518.144159
1311.639149,-9104.533087,0.000000,592.164754
1311.639460,-9030.512492,0.000000,444.123565
1311.639772,-8882.471304,0.000000,444.123565
1311.640083,-8734.430116,-153.219100,296.082377
1311.640395,-8882.471304,153.219100,592.164754
1311.640706,-8734.430116,-306.438199,666.185348
1311.641017,-8956.491898,0.000000,592.164754
1311.641329,-8882.471304,-153.219100,592.164754
1311.641640,-8808.450710,-383.047749,518.144159
1311.641952,-8808.450710,-229.828649,518.144159
1311.642263,-8734.430116,0.000000,370.102971
1311.642575,-8512.368333,229.828649,518.144159
1311.642886,-8586.388927,0.000000,444.123565
1311.643197,-8808.450710,0.000000,518.144159
1311.643509,-9030.512492,-383.047749,370.102971
1311.643820,-8882.471304,0.000000,592.164754
1311.644132,-8882.471304,-153.219100,518.144159
1311.644443,-9030.512492,0.000000,592.164754
1311.644754,-9104.533087,-153.219100,370.102971
1311.645066,-8808.450710,306.438199,518.144159
1311.645377,-8808.450710,-153.219100,370.102971
1311.645689,-8660.409521,-229.828649,370.102971
1311.646000,-8956.491898,0.000000,444.123565
1311.646312,-8660.409521,0.000000,592.164754
1311.646623,-8956.491898,0.000000,666.185348
1311.646934,-9104.533087,0.000000,296.082377
1311.647246,-8512.368333,0.000000,592.164754
1311.647557,-8956.491898,0.000000,222.061783
1311.647869,-8734.430116,76.609550,444.123565
1311.648180,-8808.450710,0.000000,518.144159
1311.648491,-9030.512492,-153.219100,444.123565
1311.648803,-8956.491898,-153.219100,518.144159
1311.649114,-8882.471304,-153.219100,592.164754
1311.649426,-9030.512492,0.000000,518.144159
1311.649737,-8734.430116,306.438199,592.164754
1311.650049,-8882.471304,-153.219100,370.102971
1311.650360,-8734.430116,0.000000,370.102971
1311.650671,-8734.430116,-306.438199,666.185348
1311.650983,-9030.512492,-306.438199,666.185348
1311.651294,-8956.491898,-306.438199,740.205942
1311.651606,-8882.471304,-306.438199,518.144159
