#time,accel_x,accel_y,accel_z
1471.015393,-8438.347739,-229.828649,666.185348
1471.015704,-8956.491898,0.000000,666.185348
1471.016015,-9178.553681,0.000000,444.123565
1471.016327,-9030.512492,0.000000,444.123565
1471.016638,-9030.512492,0.000000,444.123565
1471.016949,-9030.512492,0.000000,444.123565
1471.017260,-9030.512492,-306.438199,444.123565
1471.017571,-8956.491898,-153.219100,518.144159
1471.017882,-8660.409521,76.609550,370.102971
1471.018194,-9030.512492,76.609550,296.082377
1471.018505,-8956.491898,229.828649,444.123565
1471.018816,-8734.430116,76.609550,444.123565
1471.019127,-8956.491898,0.000000,518.144159
1471.019438,-9104.533087,229.828649,370.102971
1471.019749,-9030.512492,76.609550,444.123565
1471.020061,-8586.388927,76.609550,666.185348
1471.020372,-8956.491898,0.000000,222.061783
1471.020683,-9030.512492,612.876398,222.061783
1471.020994,-9030.512492,-153.219100,592.164754
1471.021305,-9178.553681,0.000000,296.082377
1471.021616,-8956.491898,-306.438199,518.144159
1471.021928,-8882.471304,-153.219100,370.102971
1471.022239,-9178.553681,-153.219100,444.123565
1471.022550,-9030.512492,0.000000,666.185348
1471.022861,-8808.450710,-229.828649,518.144159
1471.023172,-9104.533087,0.000000,296.082377
1471.023483,-9252.574275,229.828649,148.041188
1471.023794,-8882.471304,76.609550,444.123565
1471.024106,-8808.450710,153.219100,518.144159
1471.024417,-8956.491898,0.000000,518.144159
1471.024728,-8882.471304,0.000000,444.123565
1471.025039,-8882.471304,-306.438199,518.144159
1471.025350,-8660.409521,0.000000,444.123565
1471.025661,-9104.533087,0.000000,444.123565
1471.025973,-8660.409521,459.657299,444.123565
1471.026284,-8882.471304,-229.828649,518.144159
1471.026595,-8882.471304,-306.438199,444.123565
1471.026906,-9104.533087,0.000000,518.144159
1471.027217,-8882.471304,-306.438199,370.102971
1471.027528,-9178.553681,-383.047749,148.041188
1471.027840,-8882.471304,-229.828649,296.082377
1471.028151,-8808.450710,-306.438199,-0.000000
1471.028462,-8882.471304,153.219100,592.164754
1471.028773,-9030.512492,0.000000,444.123565
1471.029084,-9030.512492,0.000000,592.164754
1471.029395,-8956.491898,0.000000,444.123565
1471.029707,-8956.491898,76.609550,518.144159
1471.030018,-8586.388927,229.828649,666.185348
1471.030329,-8956.491898,-383.047749,296.082377
1471.030640,-8882.471304,76.609550,370.102971
1471.030951,-9178.553681,0.000000,740.205942
1471.031262,-8882.471304,-306.438199,518.144159
1471.031573,-8660.409521,0.000000,592.164754
1471.031885,-8808.450710,-153.219100,518.144159
1471.032196,-8808.450710,76.609550,592.164754
1471.032507,-8734.430116,383.047749,666.185348
1471.032818,-9326.594869,153.219100,-0.000000
1471.033129,-9030.512492,383.047749,592.164754
1471.033440,-9104.533087,229.828649,444.123565
1471.033752,-9030.512492,76.609550,444.123565
